condition,target_id,method,oracle_candidate,oracle_group,oracle_tm_like,selected_top1_candidate,selected_top1_group,selected_best_in_top5_candidate,selected_best_group,best_of_5_tm_like,tm_like_regret,oracle_in_top5,repeat
shuffled_group,R1107,group_oracle_rate,casp15_R1107TS232_1,TS081,0.3176528586447821,casp15_R1107TS232_1,TS081,casp15_R1107TS232_1,TS081,0.3176528586447821,0.0,True,12
shuffled_group,R1107,group_calibrated_hybrid,casp15_R1107TS232_1,TS081,0.3176528586447821,casp15_R1107TS125_1,TS439,casp15_R1107TS489_3,TS439,0.1715348039457148,0.1461180546990673,False,12
shuffled_group,R1108,hybrid,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS385,0.0832001107027511,0.2430420215906274,False,12
shuffled_group,R1108,compact,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS385,0.0832001107027511,0.2430420215906274,False,12
shuffled_group,R1108,low_clash,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS029_1,TS248,casp15_R1108TS287_4,TS119,0.198204634662693,0.1280374976306855,False,12
shuffled_group,R1108,contact,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS385,0.0832001107027511,0.2430420215906274,False,12
shuffled_group,R1108,group_mean,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS232_5,TS439,casp15_R1108TS232_5,TS439,0.2739201130913552,0.052322019202023284,False,12
shuffled_group,R1108,group_oracle_rate,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS434_4,TS081,casp15_R1108TS054_1,TS081,0.1726742305313035,0.153567901762075,False,12
shuffled_group,R1108,group_calibrated_hybrid,casp15_R1108TS232_4,TS128,0.3262421322933785,casp15_R1108TS232_5,TS439,casp15_R1108TS232_5,TS439,0.2739201130913552,0.052322019202023284,False,12
shuffled_group,R1116,hybrid,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS177_1,TS125,casp15_R1116TS238_2,TS091,0.0529940161235115,0.02782416981939491,False,12
shuffled_group,R1116,compact,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS177_1,TS125,casp15_R1116TS245_5,TS229,0.0216792294631136,0.05913895647979281,False,12
shuffled_group,R1116,low_clash,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS029_1,TS248,casp15_R1116TS029_1,TS248,0.0387984310738092,0.0420197548690972,False,12
shuffled_group,R1116,contact,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS177_1,TS125,casp15_R1116TS238_2,TS091,0.0529940161235115,0.02782416981939491,False,12
shuffled_group,R1116,group_mean,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS163_1,TS439,casp15_R1116TS235_5,TS439,0.0568951096984086,0.023923076244497805,False,12
shuffled_group,R1116,group_oracle_rate,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS245_2,TS081,casp15_R1116TS163_3,TS081,0.0492623627480973,0.0315558231948091,False,12
shuffled_group,R1116,group_calibrated_hybrid,casp15_R1116TS285_5,TS416,0.0808181859429064,casp15_R1116TS163_3,TS081,casp15_R1116TS235_5,TS439,0.0568951096984086,0.023923076244497805,False,12
shuffled_group,R1117,hybrid,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS235_3,TS392,casp15_R1117TS238_2,TS185,0.099779745658967,0.26802828852516924,False,12
shuffled_group,R1117,compact,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS235_3,TS392,casp15_R1117TS235_1,TS147,0.1033781773707882,0.264429856813348,False,12
shuffled_group,R1117,low_clash,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS029_1,TS091,casp15_R1117TS287_2,TS229,0.3261707138156676,0.04163732036846862,False,12
shuffled_group,R1117,contact,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS235_3,TS392,casp15_R1117TS238_2,TS185,0.099779745658967,0.26802828852516924,False,12
shuffled_group,R1117,group_mean,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS385_1,TS439,casp15_R1117TS470_1,TS439,0.2005354960244535,0.1672725381596827,False,12
shuffled_group,R1117,group_oracle_rate,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS131_5,TS081,casp15_R1117TS416_2,TS081,0.1992452448411154,0.16856278934302082,False,12
shuffled_group,R1117,group_calibrated_hybrid,casp15_R1117TS232_1,TS119,0.3678080341841362,casp15_R1117TS128_2,TS439,casp15_R1117TS470_1,TS439,0.2005354960244535,0.1672725381596827,False,12
shuffled_group,R1126,hybrid,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS238_3,TS239,casp15_R1126TS470_5,TS125,0.0342285133130794,0.3351032397779319,False,12
shuffled_group,R1126,compact,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS238_3,TS239,casp15_R1126TS470_5,TS125,0.0342285133130794,0.3351032397779319,False,12
shuffled_group,R1126,low_clash,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS029_1,TS235,casp15_R1126TS287_2,TS128,0.2112664927068006,0.1580652603842107,False,12
shuffled_group,R1126,contact,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS238_3,TS239,casp15_R1126TS238_1,TS125,0.0467002928571716,0.3226314602338397,False,12
shuffled_group,R1126,group_mean,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS035_4,TS287,casp15_R1126TS076_1,TS287,0.0288034960414954,0.3405282570495159,False,12
shuffled_group,R1126,group_oracle_rate,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS081_2,TS439,casp15_R1126TS081_2,TS439,0.1050611948881196,0.2642705582028917,False,12
shuffled_group,R1126,group_calibrated_hybrid,casp15_R1126TS232_4,TS081,0.3693317530910113,casp15_R1126TS238_3,TS239,casp15_R1126TS232_5,TS439,0.3582911142016799,0.011040638889331378,False,12
shuffled_group,R1128,hybrid,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS163_1,TS131,casp15_R1128TS163_1,TS131,0.0557752659366336,0.5609693715563866,False,12
shuffled_group,R1128,compact,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS163_1,TS131,casp15_R1128TS163_1,TS131,0.0557752659366336,0.5609693715563866,False,12
shuffled_group,R1128,low_clash,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS029_1,TS035,casp15_R1128TS229_1,TS235,0.0582931867320877,0.5584514507609325,False,12
shuffled_group,R1128,contact,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS238_2,TS128,casp15_R1128TS163_1,TS131,0.0557752659366336,0.5609693715563866,False,12
shuffled_group,R1128,group_mean,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS147_3,TS097,casp15_R1128TS232_1,TS439,0.6167446374930202,0.0,True,12
shuffled_group,R1128,group_oracle_rate,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS285_4,TS081,casp15_R1128TS232_3,TS081,0.451994010085183,0.16475062740783725,False,12
shuffled_group,R1128,group_calibrated_hybrid,casp15_R1128TS232_1,TS439,0.6167446374930202,casp15_R1128TS177_1,TS229,casp15_R1128TS232_1,TS439,0.6167446374930202,0.0,True,12
shuffled_group,R1136,hybrid,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS238_3,TS456,casp15_R1136TS238_1,TS232,0.0344501159144327,0.4244650735950296,False,12
shuffled_group,R1136,compact,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS238_3,TS456,casp15_R1136TS470_4,TS444,0.0273228724751216,0.4315923170343407,False,12
shuffled_group,R1136,low_clash,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS029_1,TS227,casp15_R1136TS245_2,TS444,0.026782384047523,0.43213280546193933,False,12
shuffled_group,R1136,contact,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS238_3,TS456,casp15_R1136TS238_1,TS232,0.0344501159144327,0.4244650735950296,False,12
shuffled_group,R1136,group_mean,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS325_4,TS439,casp15_R1136TS325_4,TS439,0.3925571253256255,0.06635806418383683,False,12
shuffled_group,R1136,group_oracle_rate,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS131_1,TS081,casp15_R1136TS054_5,TS081,0.0572599780800886,0.4016552114293737,False,12
shuffled_group,R1136,group_calibrated_hybrid,casp15_R1136TS232_3,TS227,0.4589151895094623,casp15_R1136TS238_3,TS456,casp15_R1136TS470_5,TS439,0.0279852172985668,0.4309299722108955,False,12
shuffled_group,R1138,hybrid,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS238_3,TS128,casp15_R1138TS229_2,TS245,0.0376323810511412,0.1623584312330213,False,12
shuffled_group,R1138,compact,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS238_4,TS147,casp15_R1138TS229_2,TS245,0.0376323810511412,0.1623584312330213,False,12
shuffled_group,R1138,low_clash,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS029_1,TS147,casp15_R1138TS239_4,TS185,0.0322660694211106,0.1677247428630519,False,12
shuffled_group,R1138,contact,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS238_4,TS147,casp15_R1138TS238_1,TS239,0.0537723825417439,0.14621842974241858,False,12
shuffled_group,R1138,group_mean,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS287_2,TS439,casp15_R1138TS232_4,TS439,0.1999908122841625,0.0,True,12
shuffled_group,R1138,group_oracle_rate,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS035_3,TS081,casp15_R1138TS238_2,TS081,0.0454936778031145,0.154497134481048,False,12
shuffled_group,R1138,group_calibrated_hybrid,casp15_R1138TS232_4,TS439,0.1999908122841625,casp15_R1138TS238_3,TS128,casp15_R1138TS238_3,TS128,0.0368579506538325,0.16313286163032997,False,12
shuffled_group,R1149,hybrid,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS177_1,TS131,casp15_R1149TS235_4,TS248,0.0382510436755594,0.2085367183214897,False,12
shuffled_group,R1149,compact,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS177_1,TS131,casp15_R1149TS248_1,TS227,0.0706908549370631,0.17609690705998599,False,12
shuffled_group,R1149,low_clash,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS029_1,TS392,casp15_R1149TS239_4,TS227,0.0563144538836455,0.1904733081134036,False,12
shuffled_group,R1149,contact,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS177_1,TS131,casp15_R1149TS235_4,TS248,0.0382510436755594,0.2085367183214897,False,12
shuffled_group,R1149,group_mean,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS470_5,TS097,casp15_R1149TS119_3,TS287,0.0789190828097574,0.1678686791872917,False,12
shuffled_group,R1149,group_oracle_rate,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS128_1,TS081,casp15_R1149TS128_1,TS081,0.2467877619970491,0.0,True,12
shuffled_group,R1149,group_calibrated_hybrid,casp15_R1149TS128_1,TS081,0.2467877619970491,casp15_R1149TS177_1,TS131,casp15_R1149TS128_1,TS081,0.2467877619970491,0.0,True,12
shuffled_group,R1156,hybrid,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS177_1,TS147,casp15_R1156TS238_4,TS119,0.0333248825864672,0.23050568997503268,False,12
shuffled_group,R1156,compact,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS177_1,TS147,casp15_R1156TS235_5,TS439,0.0404463493129894,0.22338422324851048,False,12
shuffled_group,R1156,low_clash,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS029_1,TS232,casp15_R1156TS239_1,TS229,0.0533013756564594,0.2105291969050405,False,12
shuffled_group,R1156,contact,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS177_1,TS147,casp15_R1156TS238_4,TS119,0.0333248825864672,0.23050568997503268,False,12
shuffled_group,R1156,group_mean,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS235_5,TS439,casp15_R1156TS287_1,TS439,0.0680736411010117,0.19575693146048817,False,12
shuffled_group,R1156,group_oracle_rate,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS248_3,TS081,casp15_R1156TS248_3,TS081,0.0414085060609729,0.22242206650052698,False,12
shuffled_group,R1156,group_calibrated_hybrid,casp15_R1156TS128_5,TS035,0.2638305725614999,casp15_R1156TS177_1,TS147,casp15_R1156TS235_2,TS081,0.0405415656931255,0.22328900686837438,False,12
shuffled_group,R1107,hybrid,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS285_3,TS119,casp15_R1107TS054_4,TS439,0.1191397753415253,0.1985130833032568,False,13
shuffled_group,R1107,compact,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS285_3,TS119,casp15_R1107TS125_1,TS248,0.120924050831857,0.1967288078129251,False,13
shuffled_group,R1107,low_clash,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS029_1,TS035,casp15_R1107TS287_4,TS097,0.1603577049038492,0.1572951537409329,False,13
shuffled_group,R1107,contact,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS285_3,TS119,casp15_R1107TS054_4,TS439,0.1191397753415253,0.1985130833032568,False,13
shuffled_group,R1107,group_mean,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS489_5,TS385,casp15_R1107TS489_5,TS385,0.2064252020494894,0.11122765659529271,False,13
shuffled_group,R1107,group_oracle_rate,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS235_3,TS227,casp15_R1107TS392_2,TS227,0.0254233054169975,0.2922295532277846,False,13
shuffled_group,R1107,group_calibrated_hybrid,casp15_R1107TS232_1,TS035,0.3176528586447821,casp15_R1107TS232_5,TS131,casp15_R1107TS232_1,TS035,0.3176528586447821,0.0,True,13
shuffled_group,R1108,hybrid,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS125,0.0832001107027511,0.2430420215906274,False,13
shuffled_group,R1108,compact,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS125,0.0832001107027511,0.2430420215906274,False,13
shuffled_group,R1108,low_clash,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS029_1,TS054,casp15_R1108TS287_4,TS287,0.198204634662693,0.1280374976306855,False,13
shuffled_group,R1108,contact,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS385_4,TS416,casp15_R1108TS489_5,TS125,0.0832001107027511,0.2430420215906274,False,13
shuffled_group,R1108,group_mean,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS147_4,TS385,casp15_R1108TS489_1,TS385,0.2579254165254784,0.0683167157679001,False,13
shuffled_group,R1108,group_oracle_rate,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS131_3,TS227,casp15_R1108TS287_2,TS227,0.2034954556288999,0.12274667666447861,False,13
shuffled_group,R1108,group_calibrated_hybrid,casp15_R1108TS232_4,TS235,0.3262421322933785,casp15_R1108TS054_1,TS035,casp15_R1108TS232_5,TS131,0.2739201130913552,0.052322019202023284,False,13
shuffled_group,R1116,hybrid,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS177_1,TS235,casp15_R1116TS238_2,TS229,0.0529940161235115,0.02782416981939491,False,13
shuffled_group,R1116,compact,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS177_1,TS235,casp15_R1116TS245_5,TS227,0.0216792294631136,0.05913895647979281,False,13
shuffled_group,R1116,low_clash,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS029_1,TS416,casp15_R1116TS029_1,TS416,0.0387984310738092,0.0420197548690972,False,13
shuffled_group,R1116,contact,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS177_1,TS235,casp15_R1116TS238_2,TS229,0.0529940161235115,0.02782416981939491,False,13
shuffled_group,R1116,group_mean,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS131_4,TS385,casp15_R1116TS470_2,TS385,0.0404786927958318,0.04033949314707461,False,13
shuffled_group,R1116,group_oracle_rate,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS110_3,TS227,casp15_R1116TS434_1,TS035,0.0474723724948204,0.03334581344808601,False,13
shuffled_group,R1116,group_calibrated_hybrid,casp15_R1116TS285_5,TS239,0.0808181859429064,casp15_R1116TS177_1,TS235,casp15_R1116TS238_2,TS229,0.0529940161235115,0.02782416981939491,False,13
shuffled_group,R1117,hybrid,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS235_3,TS444,casp15_R1117TS238_2,TS054,0.099779745658967,0.26802828852516924,False,13
shuffled_group,R1117,compact,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS235_3,TS444,casp15_R1117TS235_1,TS385,0.1033781773707882,0.264429856813348,False,13
shuffled_group,R1117,low_clash,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS029_1,TS235,casp15_R1117TS287_2,TS385,0.3261707138156676,0.04163732036846862,False,13
shuffled_group,R1117,contact,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS235_3,TS444,casp15_R1117TS238_2,TS054,0.099779745658967,0.26802828852516924,False,13
shuffled_group,R1117,group_mean,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS235_2,TS444,casp15_R1117TS235_2,TS444,0.0926475109807659,0.2751605232033703,False,13
shuffled_group,R1117,group_oracle_rate,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS097_1,TS035,casp15_R1117TS287_4,TS035,0.3057701130282673,0.062037921155868925,False,13
shuffled_group,R1117,group_calibrated_hybrid,casp15_R1117TS232_1,TS227,0.3678080341841362,casp15_R1117TS235_3,TS444,casp15_R1117TS287_4,TS035,0.3057701130282673,0.062037921155868925,False,13
shuffled_group,R1126,hybrid,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS238_3,TS439,casp15_R1126TS470_5,TS131,0.0342285133130794,0.3351032397779319,False,13
shuffled_group,R1126,compact,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS238_3,TS439,casp15_R1126TS470_5,TS131,0.0342285133130794,0.3351032397779319,False,13
shuffled_group,R1126,low_clash,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS029_1,TS119,casp15_R1126TS287_2,TS131,0.2112664927068006,0.1580652603842107,False,13
shuffled_group,R1126,contact,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS238_3,TS439,casp15_R1126TS238_1,TS470,0.0467002928571716,0.3226314602338397,False,13
shuffled_group,R1126,group_mean,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS287_2,TS131,casp15_R1126TS287_2,TS131,0.2112664927068006,0.1580652603842107,False,13
shuffled_group,R1126,group_oracle_rate,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS490_5,TS035,casp15_R1126TS235_2,TS227,0.0431536661566009,0.3261780869344104,False,13
shuffled_group,R1126,group_calibrated_hybrid,casp15_R1126TS232_4,TS434,0.3693317530910113,casp15_R1126TS238_3,TS439,casp15_R1126TS238_2,TS227,0.0448519219191953,0.324479831171816,False,13
shuffled_group,R1128,hybrid,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS163_1,TS035,casp15_R1128TS163_1,TS035,0.0557752659366336,0.5609693715563866,False,13
shuffled_group,R1128,compact,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS163_1,TS035,casp15_R1128TS163_1,TS035,0.0557752659366336,0.5609693715563866,False,13
shuffled_group,R1128,low_clash,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS029_1,TS239,casp15_R1128TS229_1,TS054,0.0582931867320877,0.5584514507609325,False,13
shuffled_group,R1128,contact,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS238_2,TS287,casp15_R1128TS163_1,TS035,0.0557752659366336,0.5609693715563866,False,13
shuffled_group,R1128,group_mean,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS125_1,TS131,casp15_R1128TS081_1,TS131,0.1114234173001325,0.5053212201928877,False,13
shuffled_group,R1128,group_oracle_rate,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS232_3,TS227,casp15_R1128TS232_3,TS227,0.451994010085183,0.16475062740783725,False,13
shuffled_group,R1128,group_calibrated_hybrid,casp15_R1128TS232_1,TS035,0.6167446374930202,casp15_R1128TS163_1,TS035,casp15_R1128TS081_1,TS131,0.1114234173001325,0.5053212201928877,False,13
shuffled_group,R1136,hybrid,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS147,casp15_R1136TS238_1,TS444,0.0344501159144327,0.4244650735950296,False,13
shuffled_group,R1136,compact,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS147,casp15_R1136TS470_4,TS227,0.0273228724751216,0.4315923170343407,False,13
shuffled_group,R1136,low_clash,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS029_1,TS235,casp15_R1136TS245_2,TS147,0.026782384047523,0.43213280546193933,False,13
shuffled_group,R1136,contact,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS147,casp15_R1136TS238_1,TS444,0.0344501159144327,0.4244650735950296,False,13
shuffled_group,R1136,group_mean,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_1,TS444,casp15_R1136TS081_2,TS444,0.260553011130634,0.1983621783788283,False,13
shuffled_group,R1136,group_oracle_rate,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS248_3,TS227,casp15_R1136TS347_3,TS035,0.3925571253256255,0.06635806418383683,False,13
shuffled_group,R1136,group_calibrated_hybrid,casp15_R1136TS232_3,TS131,0.4589151895094623,casp15_R1136TS238_3,TS147,casp15_R1136TS238_1,TS444,0.0344501159144327,0.4244650735950296,False,13
shuffled_group,R1138,hybrid,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS238_3,TS128,casp15_R1138TS229_2,TS245,0.0376323810511412,0.1623584312330213,False,13
shuffled_group,R1138,compact,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS238_4,TS185,casp15_R1138TS229_2,TS245,0.0376323810511412,0.1623584312330213,False,13
shuffled_group,R1138,low_clash,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS029_1,TS185,casp15_R1138TS239_4,TS097,0.0322660694211106,0.1677247428630519,False,13
shuffled_group,R1138,contact,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS238_4,TS185,casp15_R1138TS238_1,TS439,0.0537723825417439,0.14621842974241858,False,13
shuffled_group,R1138,group_mean,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS097_3,TS385,casp15_R1138TS081_3,TS131,0.160757570772542,0.0392332415116205,False,13
shuffled_group,R1138,group_oracle_rate,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS238_2,TS035,casp15_R1138TS416_5,TS035,0.0486302299478466,0.15136058233631589,False,13
shuffled_group,R1138,group_calibrated_hybrid,casp15_R1138TS232_4,TS245,0.1999908122841625,casp15_R1138TS238_3,TS128,casp15_R1138TS238_3,TS128,0.0368579506538325,0.16313286163032997,False,13
shuffled_group,R1149,hybrid,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS177_1,TS238,casp15_R1149TS235_4,TS125,0.0382510436755594,0.2085367183214897,False,13
shuffled_group,R1149,compact,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS177_1,TS238,casp15_R1149TS248_1,TS434,0.0706908549370631,0.17609690705998599,False,13
shuffled_group,R1149,low_clash,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS029_1,TS248,casp15_R1149TS239_4,TS125,0.0563144538836455,0.1904733081134036,False,13
shuffled_group,R1149,contact,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS177_1,TS238,casp15_R1149TS235_4,TS125,0.0382510436755594,0.2085367183214897,False,13
shuffled_group,R1149,group_mean,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS287_2,TS385,casp15_R1149TS128_4,TS385,0.1398040545984636,0.10698370739858551,False,13
shuffled_group,R1149,group_oracle_rate,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS235_3,TS035,casp15_R1149TS232_5,TS035,0.1226556815639174,0.1241320804331317,False,13
shuffled_group,R1149,group_calibrated_hybrid,casp15_R1149TS128_1,TS227,0.2467877619970491,casp15_R1149TS177_1,TS238,casp15_R1149TS232_5,TS035,0.1226556815639174,0.1241320804331317,False,13
shuffled_group,R1156,hybrid,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS177_1,TS235,casp15_R1156TS238_4,TS248,0.0333248825864672,0.23050568997503268,False,13
shuffled_group,R1156,compact,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS177_1,TS235,casp15_R1156TS235_5,TS091,0.0404463493129894,0.22338422324851048,False,13
shuffled_group,R1156,low_clash,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS029_1,TS128,casp15_R1156TS239_1,TS229,0.0533013756564594,0.2105291969050405,False,13
shuffled_group,R1156,contact,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS177_1,TS235,casp15_R1156TS238_4,TS248,0.0333248825864672,0.23050568997503268,False,13
shuffled_group,R1156,group_mean,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS091_3,TS131,casp15_R1156TS229_4,TS131,0.052602242176877,0.21122833038462288,False,13
shuffled_group,R1156,group_oracle_rate,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS439_4,TS035,casp15_R1156TS439_4,TS035,0.0533013756564594,0.2105291969050405,False,13
shuffled_group,R1156,group_calibrated_hybrid,casp15_R1156TS128_5,TS238,0.2638305725614999,casp15_R1156TS177_1,TS235,casp15_R1156TS125_4,TS131,0.0372180038416183,0.22661256871988159,False,13
shuffled_group,R1107,hybrid,casp15_R1107TS232_1,TS227,0.3176528586447821,casp15_R1107TS285_3,TS238,casp15_R1107TS054_4,TS035,0.1191397753415253,0.1985130833032568,False,14
shuffled_group,R1107,compact,casp15_R1107TS232_1,TS227,0.3176528586447821,casp15_R1107TS285_3,TS238,casp15_R1107TS125_1,TS248,0.120924050831857,0.1967288078129251,False,14
shuffled_group,R1107,low_clash,casp15_R1107TS232_1,TS227,0.3176528586447821,casp15_R1107TS029_1,TS434,casp15_R1107TS287_4,TS416,0.1603577049038492,0.1572951537409329,False,14
shuffled_group,R1107,contact,casp15_R1107TS232_1,TS227,0.3176528586447821,casp15_R1107TS285_3,TS238,casp15_R1107TS054_4,TS035,0.1191397753415253,0.1985130833032568,False,14
shuffled_group,R1107,group_mean,casp15_R1107TS232_1,TS227,0.3176528586447821,casp15_R1107TS470_5,TS081,casp15_R1107TS232_5,TS081,0.2677629693617108,0.04988988928307131,False,14
